,carbs,category,description,fat,fiber,kcal,monounsat.,polyunsat.,price,price_per_kg,protein,qty,salt,saturated,sugars,€/g carb,€/g fat,€/g protein,€/kcal
5406802,56.2,Confezionati alimentari,"Pasticceria Matilde Vicenzi, GrisbÃ¬ nocciola 150 g",31.9,2.1,540,,,2.09,13.94,6.1,150 g,0.62,12.6,30.0,0.02480427046263345,0.043699059561128524,0.22852459016393442,0.0025814814814814815
5383126,5.1,Confezionati alimentari,"De Cecco, passata di pomodoro classica vellutata 700 g",0.1,,31,,,1.37,1.96,1.5,700 g,0.5,0.0,4.5,0.03843137254901961,1.96,0.13066666666666668,0.00632258064516129
5716169,69.5,Confezionati alimentari,"Rummo, Conchiglie Rigate n. 42 pasta di semola di grano duro 500 g",1.6,2.9,356,,,1.25,2.5,14.5,500 g,0.005,0.3,3.1,0.0035971223021582736,0.15625,0.017241379310344827,0.0007022471910112359
5379461,25.0,Gastronomia e piatti pronti,"Knorr, Risotteria alla milanese 200",0.8,0.5,120,,,1.82,6.35,2.5,200 g,0.83,0.5,0.8,0.0254,0.79375,0.254,0.005291666666666667
5405835,66.0,Confezionati alimentari,"Pavesi, Ringo cacao 165 g",22.0,3.5,493,,,1.29,7.82,6.0,165 g,0.45,4.0,28.0,0.01184848484848485,0.03554545454545455,0.13033333333333333,0.0015862068965517243
5754766,6.4,Gastronomia e piatti pronti,"Knorr, Gusto Genuino passato tradizionale di 10 verdure 500 ml",0.5,1.0,38,,,1.89,3.78,1.2,500 ml,0.68,0.1,1.6,0.0590625,0.756,0.315,0.009947368421052632
5533977,0.0,Confezionati alimentari,"Nostromo, tonno all'olio extravergine di oliva conf. 2x80 g + 1 gratis",12.0,,204,,,3.69,23.07,24.0,160 g,0.25,2.1,0.0,0.0,0.19225,0.096125,0.011308823529411765
5544901,59.0,Confezionati alimentari,"Loacker, Cremkakao 175 g",26.0,,511,,,1.39,7.95,7.7,175 g,0.31,22.0,28.0,0.013474576271186442,0.030576923076923078,0.10324675324675325,0.0015557729941291585
5717560,63.0,Confezionati alimentari,"Garofalo, Tutto il Buono della Farina integrale 1 kg",2.0,9.0,336,,,1.99,1.99,12.0,1 kg,0.01,0.4,2.1,0.003158730158730159,0.0995,0.016583333333333335,0.0005922619047619048
5406062,8.8,Confezionati alimentari,"Bonduelle, Al Vapore fave 310 g - peso netto sgocc.265 g",0.4,5.6,71,,,1.59,6.0,5.2,265 g,0.46,0.1,3.7,0.06818181818181818,1.4999999999999998,0.11538461538461538,0.008450704225352112
5716600,,Confezionati alimentari,"Paneangeli, lievito vaniglinato per forno microonde conf. 4x12 g",,,,,,1.87,38.96,,48 g,,,,0.0,0.0,0.0,0.0
5760707,43.0,Confezionati alimentari,"Buon Bio, Croissant con farina integrale 4 pezzi 160 g",25.0,3.3,441,,,2.8,17.5,9.3,160 g,0.43,8.4,9.7,0.040697674418604654,0.07,0.1881720430107527,0.003968253968253968
5756011,68.0,Confezionati alimentari,"Pai, Veggie con spinaci e ceci 100 g",21.0,2.2,479,,,1.26,12.6,3.3,100 g,2.9,9.3,0.5,0.01852941176470588,0.06,0.38181818181818183,0.0026304801670146137
5731420,67.0,Confezionati alimentari,"Felicia, Tortiglioni di grano saraceno biologici 340 g",2.9,4.5,347,,,2.85,8.39,11.0,340 g,0.0,0.7,0.9,0.012522388059701494,0.2893103448275862,0.07627272727272728,0.002417867435158502
5378851,61.0,Confezionati alimentari,"Loacker, Vanille wafer con bacche di vaniglia 175 g",27.0,,523,,,1.39,7.95,7.8,175 g,0.4,23.0,31.0,0.013032786885245902,0.029444444444444447,0.10192307692307694,0.001520076481835564
5394567,100.0,Confezionati alimentari,"Eridania, Classico zollette 1 kg",0.0,0.0,400,,,1.47,1.47,0.0,1 kg,0.0,0.0,100.0,0.00147,0.0,0.0,0.0003675
5530932,,Confezionati alimentari,illy Espresso Edizione Limitata tostatura scura 250 g,,,,,,6.59,26.36,,250 g,,,,0.0,0.0,0.0,0.0
5747201,,Confezionati alimentari,"Mareblu, Leggero tonno con olio di oliva conf.3 x 60 g",7.2,,170,,,3.39,18.84,26.0,180 g,1.3,1.2,,,0.26166666666666666,0.07246153846153845,0.01108235294117647
5383176,4.2,Confezionati alimentari,"Cirio, pomodori pelati conf. 3x400 g",0.2,1.1,27,,,3.43,2.86,1.1,1200 g,0.02,0.1,3.8,0.06809523809523808,1.4299999999999997,0.25999999999999995,0.010592592592592591
5639178,70.0,Confezionati alimentari,"Garofalo, Tutto il Buono della Farina W 260 1 kg",1.0,,341,,,1.58,1.58,13.0,1 kg,0.03,0.4,0.4,0.0022571428571428573,0.158,0.012153846153846154,0.00046334310850439884
5388130,2.8,Confezionati alimentari,"Fratelli Alfano, pomodori pelati con basilico 400 g",0.5,,20,,,0.99,2.48,1.2,400 g,,,,0.08857142857142858,0.496,0.20666666666666667,0.0124
5406817,53.0,Confezionati alimentari,"Rigoni di Asiago, Nocciolata 270 g",30.0,4.0,530,,,3.99,14.78,7.0,270 g,0.125,6.0,51.0,0.027886792452830187,0.04926666666666667,0.21114285714285713,0.002788679245283019
5762851,99.0,Confezionati alimentari,"Eridania, Demerara Dark zucchero di pura canna 500 g",0.0,0.2,399,,,2.08,4.16,0.3,500 g,0.03,0.0,99.0,0.0042020202020202025,0.0,1.386666666666667,0.001042606516290727
5522750,0.5,Confezionati alimentari,"Knorr, dado Classico 30 dadi 300 g",0.5,,5,,,3.39,11.31,0.5,300 g,1.1,0.3,0.5,2.262,2.262,2.262,0.2262
5426682,97.0,Confezionati alimentari,"Ricola, Liquirizia caramelle dure senza glutine senza zucchero 50 g",0.5,,242,,,1.99,39.8,0.0,50 g,0.04,0.3,0.0,0.041030927835051544,7.959999999999999,0.0,0.016446280991735535
5395718,62.37,Confezionati alimentari,"Castellani, fagioli toscanelli 500 g",1.14,20.2,339,,,1.33,2.66,21.86,500 g,0.014,0.356,2.26,0.004264870931537598,0.23333333333333336,0.012168344007319306,0.0007846607669616519
5411993,2.0,Confezionati alimentari,"Lavazza, Dek gusto classico conf. 2x250 g",0.0,,12,,,5.69,11.38,0.6,500 g,0.0,0.0,0.0,0.5690000000000001,0.0,1.896666666666667,0.09483333333333334
5395962,34.0,Confezionati alimentari,"Altromercato Bio, Mascao fondente extra 70% 100 g",42.0,11.0,572,,,2.49,24.9,9.0,100 g,0.0,26.0,28.0,0.07323529411764705,0.05928571428571428,0.2766666666666666,0.004353146853146853
5420560,78.28,Confezionati alimentari,"Le Veneziane, Penne Rigate pasta dietetica di mais 250 g",0.66,3.9,353,,,1.69,6.76,6.42,250 g,0.03,0.15,0.24,0.0086356668369954,1.0242424242424242,0.10529595015576323,0.0019150141643059489
5389823,9.0,Confezionati alimentari,"D'Amico Montello, lenticchie condite da ""lenticchia di Castelluccio di Norcia IGP""  400 g",4.0,3.4,97,,,2.59,6.48,4.5,400 g,1.3,1.5,1.0,0.07200000000000001,0.162,0.14400000000000002,0.006680412371134021
5724725,73.2,Confezionati alimentari,"Rummo, Senza Glutine Mezzi Rigatoni n. 51 pasta di riso integrale mais bianco e mais giallo 400 g",2.0,3.1,341,,,1.99,4.98,6.0,400 g,0.003,0.7,0.3,0.006803278688524591,0.24900000000000003,0.083,0.001460410557184751
5387562,56.0,Confezionati alimentari,"Zuegg, I frutteti di Oswald marmellata di arance 320 g",0.0,1.3,229,,,1.99,6.04,0.29,330 g,0.085,0.0,51.0,0.010785714285714286,0.0,2.0827586206896553,0.0026375545851528384
5423310,17.9,Confezionati alimentari,"Elah, preparato per crema da tavola gusto cioccolato 80 g",1.7,,105,,,0.99,12.4,4.0,80 g,0.23,1.0,15.9,0.06927374301675979,0.7294117647058823,0.31,0.01180952380952381
5396599,,Confezionati alimentari,"Ponti, Peperlizia insalata per riso Il gusto dell'estate 350 g",,,,,,2.98,4.26,,350 g,,,,0.0,0.0,0.0,0.0
5376002,1.4,Confezionati alimentari,"Kraft, Mayonnaise 450 ml",71.0,,651,,,2.78,6.55,0.8,425 ml,0.93,8.2,1.0,0.4678571428571429,0.009225352112676057,0.81875,0.0010061443932411675
5413903,0.0,Confezionati alimentari,"Rizzoli, filetto di alici in olio d'oliva 58 g",17.0,,258,,,2.75,47.42,25.0,58 g,12.4,2.8,0.0,0.0,0.27894117647058825,0.18968,0.01837984496124031
5420680,70.0,Confezionati alimentari,"Garofalo, Penne Ziti Rigate n. 70 pasta di semola di Gragnano IGP 500 g",1.0,3.0,351,,,1.29,2.58,14.0,500 g,0.01,0.2,3.0,0.0036857142857142857,0.258,0.01842857142857143,0.0007350427350427351
5399662,28.7,Confezionati alimentari,"Nutclub, Pistacchi 250 g",44.8,9.9,622,,,5.03,20.12,21.0,250 g,1.1,5.5,7.7,0.07010452961672474,0.04491071428571429,0.09580952380952382,0.003234726688102894
5743888,67.0,Confezionati alimentari,"Tuc, Crisp Original 100 g",16.0,6.6,445,,,1.69,16.9,5.3,100 g,1.54,1.7,3.3,0.025223880597014924,0.105625,0.31886792452830187,0.0037977528089887637
5759418,,Confezionati alimentari,"Mareblu, tonno all'olio d'oliva conf. 4x60 g",5.7,,159,,,4.17,17.38,27.0,240 g,1.0,1.3,,,0.30491228070175436,0.06437037037037037,0.010930817610062893
5718162,,Confezionati alimentari,"Nonna Lucia, Baci di Dama 150 g",,,,,,2.98,19.87,,150 g,,,,0.0,0.0,0.0,0.0
5377631,11.2,Confezionati alimentari,"Valfrutta, Cotti a Vapore mix mediterraneo conf. 3x150 g - peso netto sgocc.3x140 g",1.3,4.3,76,,,2.44,5.81,2.6,420 g,1.6,0.3,2.5,0.051875,0.44692307692307687,0.22346153846153843,0.007644736842105262
5375436,60.0,Confezionati alimentari,"Mulino Bianco, Baiocchi 168 g",26.0,3.3,511,,,1.69,10.06,7.5,168 g,0.75,10.5,21.5,0.016766666666666666,0.03869230769230769,0.13413333333333333,0.001968688845401174
5375701,66.8,Confezionati alimentari,"Hero, Light Muesly cioccolato barrette conf. 7x20 g",10.1,5.4,336,,,2.49,20.76,7.4,120 g,0.51,6.1,1.9,0.031077844311377247,0.20554455445544556,0.28054054054054056,0.006178571428571429
5683417,78.0,Confezionati alimentari,"Grandi Riso, Terra del Riso Carnaroli IGP 1 kg",0.6,,349,,,3.09,2.16,7.4,1 kg,0.01,0.1,0.3,0.0027692307692307695,0.36000000000000004,0.029189189189189193,0.0006189111747851003
5553122,64.5,Confezionati alimentari,"Twix, conf. 3x50 g",23.9,,494,,,1.99,13.27,4.5,150 g,0.41,13.9,48.7,0.020573643410852712,0.05552301255230126,0.29488888888888887,0.002686234817813765
5716173,69.5,Confezionati alimentari,"Rummo, Elicoidali n. 49 pasta di semola di grano duro 500 g",1.6,2.9,356,,,1.25,2.5,14.5,500 g,0.005,0.3,3.1,0.0035971223021582736,0.15625,0.017241379310344827,0.0007022471910112359
5746047,65.0,Confezionati alimentari,"La Molisana, Farfalle Rigate n. 66 pasta di semola integrale di grano duro 500 g",2.0,7.5,353,,,1.48,2.96,15.0,500 g,0.08,0.3,3.3,0.004553846153846154,0.148,0.019733333333333332,0.0008385269121813031
5409009,,Confezionati alimentari,"Brioschi, compresse pocket al limone 25 g",,,,,,3.37,134.8,,25 g,,,,0.0,0.0,0.0,0.0
5762852,95.0,Confezionati alimentari,"Eridania, Panela Tropical zucchero integrale biologico 500 g",0.0,0.0,385,,,2.09,4.18,1.3,500 g,0.0,0.0,94.0,0.004399999999999999,0.0,0.3215384615384615,0.0010857142857142858
5378316,69.7,Confezionati alimentari,"Voiello, Spaghettini n. 103 pasta di semola di grano duro 500 g",2.0,3.0,359,,,1.25,2.5,14.0,500 g,0.013,0.4,3.5,0.003586800573888092,0.125,0.017857142857142856,0.0006963788300835655
5425409,20.0,Confezionati alimentari,"Pedon, Dalla Buona Terra semi di girasole 250 g",51.5,8.5,645,,,2.1,8.4,21.0,250 g,0.25,4.5,2.4,0.042,0.016310679611650485,0.04,0.001302325581395349
5399145,70.0,Confezionati alimentari,"Garofalo, Casarecce n. 88 pasta di semola di Gragnano IGP 500 g",1.0,3.0,351,,,1.29,2.58,14.0,500 g,0.01,0.2,3.0,0.0036857142857142857,0.258,0.01842857142857143,0.0007350427350427351
5765624,0.5,Confezionati alimentari,"Lipton, Yellow Label 50 filtri 75 g",0.0,,4,,,3.29,43.87,0.5,75 g,0.0,0.0,0.5,8.774,0.0,8.774,1.09675
5391942,66.0,Confezionati alimentari,"Garofalo, Mezze Maniche Rigate n. 5-13 pasta di semola di grano duro integrale 500 g",2.0,8.0,350,,,1.65,3.3,13.0,500 g,0.01,0.4,3.0,0.004999999999999999,0.16499999999999998,0.02538461538461538,0.0009428571428571427
5718219,63.0,Confezionati alimentari,"Sapori, Cantucci Toscani IGP alle mandorle 300 g",18.0,4.7,463,,,4.08,13.61,10.0,300 g,0.75,4.3,32.0,0.021603174603174603,0.07561111111111112,0.1361,0.0029395248380129587
5729624,5.9,Confezionati alimentari,"Petti, Il Sublime passata di datterini 100% pomodoro toscano 350 g",0.1,1.4,32,,,1.32,3.78,1.2,350 g,0.69,0.0,5.9,0.0640677966101695,3.78,0.315,0.0118125
5609847,53.0,Confezionati alimentari,"Fiorentini, croccantini di sesamo conf. 2x60 g",28.4,3.5,521,,,1.79,14.92,11.5,120 g,0.006,4.8,29.4,0.028150943396226414,0.05253521126760564,0.1297391304347826,0.0028637236084452975
5728168,60.0,Confezionati alimentari,"San Carlo, Light patatina conf. 6x25 g",23.0,4.8,483,,,2.99,19.94,6.6,150 g,1.4,8.0,0.9,0.03323333333333334,0.08669565217391305,0.3021212121212122,0.004128364389233955
5383691,59.1,Confezionati alimentari,"Orsobianco, croissant albicocca 6 pezzi 350 g",18.5,1.8,437,,,3.09,8.83,6.3,350 g,0.6,9.5,23.1,0.01494077834179357,0.047729729729729733,0.14015873015873018,0.0020205949656750574
5560365,55.3,Confezionati alimentari,"Del Colle, fave secche sgusciate 500 g",3.0,11.9,357,,,2.33,4.66,27.2,500 g,0.05,0.5,4.9,0.008426763110307415,0.15533333333333335,0.017132352941176474,0.0013053221288515406
5535170,71.2,Confezionati alimentari,"Barilla, SpecialitÃ  Fusilli Bucati Corti pasta di semola di grano duro 500 g",2.0,3.0,359,,,0.83,1.66,12.5,500 g,0.013,0.5,3.5,0.002331460674157303,0.08299999999999999,0.013279999999999998,0.00046239554317548744
5746320,69.5,Confezionati alimentari,"Rummo, Maccheroncini Rigati n. 7 pasta di semola di grano duro 500 g",1.6,2.9,356,,,1.25,2.5,14.5,500 g,0.005,0.3,3.1,0.0035971223021582736,0.15625,0.017241379310344827,0.0007022471910112359
5742426,61.0,Confezionati alimentari,"La Molisana, semola integrale rimacinata di grano duro 1 kg",1.9,6.5,334,,,1.74,1.74,15.0,1 kg,0.0,0.3,1.6,0.0028524590163934425,0.09157894736842105,0.0116,0.0005209580838323352
5578225,,Confezionati alimentari,"Sognid'Oro, RegolaritÃ  Plus 22 filtri 44 g",,,,,,2.89,65.7,,44 g,,,,0.0,0.0,0.0,0.0
5428735,74.9,Confezionati alimentari,"Pmc, Orecchiette pasta di semola di grano duro 500 g",1.5,2.9,368,,,1.49,2.98,12.5,500 g,0.01,0.3,2.7,0.00397863818424566,0.19866666666666666,0.02384,0.0008097826086956521
5405168,3.9,Confezionati alimentari,"Del Monte, pomodorini in succo di pomodoro 400 g",0.1,1.8,26,,,0.99,2.48,1.6,400 g,0.025,0.0,3.5,0.06358974358974359,2.48,0.155,0.009538461538461539
5402434,,Confezionati alimentari,"NescafÃ©, Gran Aroma caffÃ¨ solubile 200 g",,,,,,7.99,39.95,,200 g,,,,0.0,0.0,0.0,0.0
5761837,8.0,Confezionati alimentari,"CalvÃ©, senape 250 ml",4.8,2.5,97,,,1.89,7.56,4.2,250 ml,4.2,0.2,3.1,0.0945,0.1575,0.18,0.007793814432989691
5745121,5.8,Confezionati alimentari,"Save, salsa di soia a ridotto contenuto di sale 150 ml",0.2,,45,,,3.25,21.67,5.2,150 ml,10.1,0.0,0.0,0.3736206896551725,10.835,0.4167307692307693,0.04815555555555556
5755482,59.0,Confezionati alimentari,"San Carlo, 1936 con pomodoro prezzemolo e basilico 150 g",23.0,4.7,480,,,1.99,13.27,6.9,150 g,1.6,1.9,3.4,0.022491525423728814,0.057695652173913044,0.19231884057971013,0.0027645833333333333
5376039,9.5,Confezionati alimentari,"Rio Mare, Insalatissime messicana e tonno conf. 2x160 g",13.0,,200,,,5.25,11.85,10.0,320 g,1.5,1.7,2.5,0.12473684210526316,0.09115384615384615,0.11850000000000001,0.005925000000000001
5541762,,Confezionati alimentari,"S. Martino, Linea Pasticceria ""Lievito Antica Ricetta S.Martino"" conf. 4x16 g",,,,,,1.59,24.85,,64 g,,,,0.0,0.0,0.0,0.0
5408953,56.8,Confezionati alimentari,"Quaker, Cruesli frutta secca 375 g",19.4,10.4,462,14.1,3.6,3.7,9.87,8.5,375 g,0.01,2.0,12.2,0.01737676056338028,0.05087628865979381,0.11611764705882352,0.002136363636363636
5396388,2.4,Confezionati alimentari,"Sognid'oro, La Camomilla Melatonina 16 filtri 64 g",,,10,,,3.34,52.199999999999996,,64 g,,,0.3,2.175,,,0.522
5409005,,Confezionati alimentari,"Vigorsol, Original chewing gum senza glutine conf. 5x15 g",,,,,,2.99,39.900000000000006,,75 g,,,,0.0,0.0,0.0,0.0
5730562,5.5,Confezionati alimentari,"Star, Il mio gran ragÃ¹ extra gusto conf. 2x180 g",8.1,0.9,128,,,2.79,7.75,7.7,360 g,1.6,2.4,2.8,0.1409090909090909,0.09567901234567902,0.10064935064935066,0.0060546875
5639170,73.0,Confezionati alimentari,"Garofalo, Tutto il Buono della Farina W 170 1 kg",1.0,,341,,,1.17,1.17,10.0,1 kg,0.03,0.4,0.4,0.0016027397260273972,0.11699999999999999,0.011699999999999999,0.00034310850439882697
5752700,10.8,Confezionati alimentari,"Bonduelle, Il Tuo Tocco mais conf. 2x75 g - peso netto sgocc.2x70 g",1.9,3.8,80,,,1.29,9.22,2.9,140 g,0.4,0.5,5.2,0.08537037037037037,0.4852631578947369,0.31793103448275867,0.011525
5428532,60.0,Confezionati alimentari,"Bahlsen, Granor al latte 100 g",30.0,,532,,,2.39,23.9,5.0,100 g,0.26,21.0,41.0,0.039833333333333325,0.07966666666666665,0.4779999999999999,0.004492481203007518
5409759,65.0,Confezionati alimentari,"Germinal, Bio biscotti integrali avena 300 g",15.0,6.8,442,,,2.98,7.94,8.4,300 g,0.6,2.4,18.0,0.012215384615384616,0.05293333333333334,0.09452380952380952,0.0017963800904977375
5426508,69.0,Confezionati alimentari,"Brioche Pasquier, 24 fette tostate ricetta ai 9 Cereali 240 g",7.5,5.3,410,,,1.99,8.3,14.0,240 g,1.6,,5.1,0.012028985507246378,0.11066666666666668,0.05928571428571429,0.002024390243902439
5424067,69.2,Confezionati alimentari,"De Cecco, Bucatini n. 15 pasta di semola di grano duro 500 g",1.5,2.9,352,,,1.35,1.34,14.0,500 g,0.01,0.3,3.4,0.0019364161849710984,0.08933333333333333,0.009571428571428573,0.0003806818181818182
5746049,70.0,Confezionati alimentari,"La Molisana, Farfalle Rigate n. 66 pasta di semola di grano duro 500 g",1.0,3.0,351,,,1.09,2.18,14.0,500 g,0.02,0.3,4.0,0.003114285714285715,0.21800000000000003,0.015571428571428573,0.0006210826210826211
5740262,66.6,Confezionati alimentari,"Barilla, 5 Cereali Pennette Rigate pasta di semola di grano duro con farina di cereali 400 g",2.2,6.8,352,,,1.29,3.23,13.0,400 g,0.007,0.5,3.0,0.00484984984984985,0.14681818181818182,0.024846153846153848,0.0009176136363636364
5407155,59.2,Confezionati alimentari,"Pasticceria Matilde Vicenzi, GrisbÃ¬ crema al limone 150 g",30.6,1.0,537,,,2.09,13.94,5.6,150 g,0.48,13.4,31.9,0.023547297297297296,0.04555555555555555,0.24892857142857142,0.0025959031657355677
5411956,0.0,Confezionati alimentari,"L'Angelica, Malva 20 filtri 26 g",0.0,0.0,0,,,2.63,101.19999999999999,0.0,26 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718688,69.0,Confezionati alimentari,"Kellogg's, Krave Choco Roulette 375 g",14.0,3.1,443,,,2.45,6.54,7.4,375 g,0.95,4.1,29.0,0.009478260869565217,0.046714285714285715,0.08837837837837838,0.0014762979683972913
5633253,70.0,Confezionati alimentari,"La Molisana, Fusilli n. 28 pasta di semola di grano duro 500 g",1.0,3.0,351,,,1.09,2.18,14.0,500 g,0.02,0.3,4.0,0.003114285714285715,0.21800000000000003,0.015571428571428573,0.0006210826210826211
5639610,43.0,Confezionati alimentari,"Enervit, Sport Protein Bar gusto lemon cake 48 g",14.0,,419,,,1.98,41.25,30.0,48 g,0.38,4.8,32.0,0.09593023255813954,0.29464285714285715,0.1375,0.009844868735083532
5429507,56.0,Confezionati alimentari,"Germinal, Bio Tortino al limone e farro 4 pezzi 180 g",17.0,1.5,413,,,2.95,8.28,8.2,180 g,0.48,2.3,32.0,0.014785714285714286,0.048705882352941175,0.10097560975609757,0.0020048426150121065
5413201,80.1,Confezionati alimentari,"Sperlari, Gran GelÃ©es Fruttacrem caramelle morbide 175 g",0.1,1.0,327,,,1.39,7.95,0.0,175 g,0.5,0.1,69.7,0.009925093632958803,7.95,0.0,0.002431192660550459
5524230,93.2,Confezionati alimentari,"Eridania, Moscovado zucchero di pura canna integrale 500 g",0.1,0.0,377,,,2.99,5.98,0.9,500 g,0.28,0.1,93.2,0.006416309012875537,5.98,0.6644444444444445,0.0015862068965517243
5383199,69.0,Confezionati alimentari,"De Cecco, Penne Rigate n. 41 pasta di grano Kamut biologica 500 g",1.3,3.0,350,,,3.18,6.36,14.0,500 g,0.0,0.3,4.3,0.009217391304347827,0.48923076923076925,0.04542857142857143,0.0018171428571428572
5540846,62.3,Confezionati alimentari,"Cuore di, farina di avena 400 g",7.1,7.6,379,,,2.74,6.85,12.6,400 g,0.05,1.3,1.2,0.010995184590690208,0.09647887323943662,0.05436507936507936,0.0018073878627968337
5537948,0.5,Confezionati alimentari,"Knorr, dado Saporito 20 dadi 200 g",0.5,,5,,,2.98,14.9,0.5,200 g,1.1,0.3,0.5,2.98,2.98,2.98,0.298
5755807,70.0,Confezionati alimentari,"Fiorentini, Bio Snick Snack con lenticchie rosse e ceci 45 g",5.3,3.2,386,,,1.67,37.12,13.0,45 g,1.73,0.5,0.7,0.053028571428571425,0.700377358490566,0.2855384615384615,0.009616580310880828
5382084,20.0,Confezionati alimentari,"Paneangeli, Dolceneve preparato per guarnire dolci 150 g",8.7,,170,,,1.54,10.27,3.4,150 g,0.12,7.8,14.0,0.05134999999999999,0.11804597701149425,0.30205882352941177,0.006041176470588235
5755366,,Confezionati alimentari,"Twinings, Pure Sencha Green Tea 22 filtri 44 g",,,,,,2.89,65.69,,44 g,,,,0.0,0.0,0.0,0.0
5399181,70.0,Confezionati alimentari,"Garofalo, Fusilli Bucati Corti n. 64 pasta di semola di Gragnano IGP 500 g",1.0,3.0,351,,,1.29,2.58,14.0,500 g,0.01,0.2,3.0,0.0036857142857142857,0.258,0.01842857142857143,0.0007350427350427351
5755035,68.0,Confezionati alimentari,"Doria, Semplicissimi biscotto ai cereali e latte 300 g",18.0,2.7,472,,,1.99,6.64,7.6,300 g,1.3,12.0,25.0,0.00976470588235294,0.03688888888888889,0.08736842105263157,0.001406779661016949
5554782,6.8,Gastronomia e piatti pronti,"Knorr, Il Minestrone di 11 verdure selezionate 535 g",1.4,1.9,47,,,1.95,3.65,2.1,535 g,0.68,0.2,1.3,0.05367647058823529,0.26071428571428573,0.1738095238095238,0.007765957446808511
5388184,76.0,Confezionati alimentari,"Lazzaroni, Pain croÃ»te 270 g",9.0,,422,,,2.09,7.75,8.0,270 g,,,,0.010197368421052632,0.08611111111111111,0.096875,0.0018364928909952608
5762332,0.5,Confezionati alimentari,"Knorr, Cuore di Brodo manzo conf. 4x28 g",0.5,0.5,5,,,1.49,13.31,0.5,112 g,1.2,0.2,0.5,2.662,2.662,2.662,0.2662
5519974,10.7,Confezionati alimentari,"Pedon, Dalla Buona Terra semi di zucca 250 g",49.1,6.0,618,,,4.39,17.56,30.2,250 g,0.01,8.7,1.4,0.16411214953271028,0.03576374745417515,0.05814569536423841,0.0028414239482200646
5619624,,Confezionati alimentari,"Eridania, TruvÃ­a dolcificante estratto dalla Stevia 150 g",,,,,,4.09,27.27,,150 g,,,,0.0,0.0,0.0,0.0
5717878,68.33,Confezionati alimentari,"Molino Grassi, QB multicereali farina biologica di manitoba 1 kg",2.0,2.6,345,,,2.19,2.19,13.28,1 kg,0.003,0.68,2.83,0.003205034391921557,0.1095,0.01649096385542169,0.0006347826086956522
5400310,48.0,Confezionati alimentari,"Ritter Sport, cioccolato bianco con nocciole 100 g",40.0,,585,,,1.22,12.2,7.8,100 g,0.24,16.0,44.0,0.025416666666666667,0.0305,0.1564102564102564,0.0020854700854700853
5398619,63.0,Confezionati alimentari,"KitKat, Family Pack wafer ricoperto di cioccolato al latte conf. 8x20,8 g",24.3,2.1,502,,,2.99,8.98,6.6,166 g,0.23,13.6,51.7,0.014253968253968255,0.036954732510288066,0.13606060606060608,0.0017888446215139442
5394170,48.0,Confezionati alimentari,"La Sassellese, Amaretti morbidi 200 g",23.0,,452,,,3.53,17.65,12.0,200 g,0.05,1.7,47.0,0.03677083333333333,0.0767391304347826,0.14708333333333332,0.003904867256637168
5754274,14.0,Confezionati alimentari,"Campo d'Oro, pesto pistacchio con pistacchio di Sicilia 180 g",70.0,,744,,,4.99,27.73,11.0,180 g,1.01,7.5,4.2,0.1980714285714286,0.03961428571428571,0.2520909090909091,0.0037271505376344086
5389229,71.0,Confezionati alimentari,"Granoro, Gli Speciali Nuvole n. 96 pasta di semola di grano duro 500 g",1.5,3.0,355,,,1.09,2.18,13.0,500 g,0.0,0.5,3.0,0.003070422535211268,0.14533333333333334,0.016769230769230772,0.0006140845070422535
5399889,0.0,Confezionati alimentari,"Monini, olio extra vergine di oliva Classico 1 l",92.0,0.0,828,69.0,9.0,6.99,3.49,0.0,1 l,0.0,14.0,0.0,0.0,0.0037934782608695654,0.0,0.00042149758454106286
5429484,,Confezionati alimentari,"NescafÃ©, Red Cup crema caffÃ¨ lungo solubile 100 g",,,,,,3.59,24.9,,100 g,,,,0.0,0.0,0.0,0.0
5379633,56.8,Confezionati alimentari,"Kettle Chips, sale marino e aceto balsamico 150 g",28.9,4.2,513,,,2.19,14.61,4.3,150 g,1.6,2.4,1.3,0.025721830985915493,0.050553633217993076,0.3397674418604651,0.0028479532163742686
5733578,69.77,Confezionati alimentari,"Artebianca, biscotti integrali biologici 400 g",17.49,6.42,459,,,3.99,7.98,10.13,400 g,0.1,9.33,25.92,0.01143758062204386,0.045626072041166386,0.07877591312931885,0.001738562091503268
5411202,57.5,Confezionati alimentari,"Milka, Bubbly latte 90 g",30.5,2.1,540,,,1.19,13.23,6.6,90 g,0.43,18.0,57.0,0.02300869565217391,0.043377049180327865,0.20045454545454547,0.00245
5382416,53.0,Confezionati alimentari,"Bauli, Extra Golosi Mini Croissant al cioccolato 75 g",19.0,,414,,,1.13,15.1,6.6,75 g,0.42,9.9,29.0,0.028490566037735848,0.07947368421052632,0.2287878787878788,0.003647342995169082
5733366,58.8,Confezionati alimentari,"Tre Marie, Ancora Uno wafer gianduia nero 175 g",28.4,3.5,522,,,1.39,7.95,6.0,175 g,0.25,21.9,34.8,0.013520408163265307,0.027992957746478878,0.1325,0.0015229885057471265
5392618,81.4,Confezionati alimentari,"Pasticceria Matilde Vicenzi, Lingue di gatto 100 g",9.5,3.0,439,,,1.89,18.9,5.4,100 g,0.62,3.3,43.3,0.023218673218673217,0.19894736842105262,0.35,0.004305239179954442
